,Text,Text_Tag,Barely-True,False,Half-True,Mostly-True,Not-Known,True
1756,"Even though Chicago has the most stringent gun laws on the books, it still has the highest murder rate in the country.","crime,government-regulation,guns",0,0,1,0,0,0
1757,Says people who signed recall petitions against Wisconsin state Sen. Jim Holperin received harassing phone calls from out-of-state telemarketers claiming to represent the Democratic Party and insinuating foul play by petition circulators.,"elections,state-budget",0,0,0,0,0,1
1758,Virginia has a responsibility to fund 55 percent of public education and is payingjust 41 percent.,"education,state-budget",0,1,0,0,0,0
1759,Uncompensated care has gone down by 30 percent just in the first few months of Medicaid expansion in the states that adopted it.,"medicaid,state-budget",0,0,0,0,0,1
1760,"Every time weve cut the capital gains tax, the economy has grown. Whenever we raise the capital gains tax, its been damaged.","economy,taxes",0,1,0,0,0,0
1761,Says Jason Carter has gotten David Axelrod to come down and be his campaign advisor.,elections,0,1,0,0,0,0
1762,Kilmartin has helped pass laws to create a witness protection program.,"candidates-biography,crime",0,0,0,1,0,0
1763,Says Rep. Renee Ellmers voted for the government shutdown 21 times.,"congress,congressional-rules,health-care",0,0,1,0,0,0
1764,I havent switched my position on the Trans-Pacific Partnership trade deal.,"candidates-biography,trade",0,0,1,0,0,0
1765,Says Barack Obama is the first president to appoint 45 czars to replace elected officials in his office.,elections,0,1,0,0,0,0
1766,John Boehner wants to reopen a tax loophole that actually rewarded corporations for shipping jobs and profits overseas.,"corporations,taxes,trade",0,0,1,0,0,0
1767,Nobody is leaving Memphis. Thats a myth.,"census,population,taxes",0,0,0,0,1,0
1768,Florida seniors are exempt from losing Medicare Advantage under the federal health care bill.,medicare,0,1,0,0,0,0
1769,"Theres a tremendous tax that we pay when we (American businesses) go into China, whereas when China sells to us theres no tax.","china,trade",1,0,0,0,0,0
1770,I am very proud that over my almost 30 years of public service I have had no scandals.,"debates,ethics",0,0,0,1,0,0
1771,Pat Toomey advocated for eliminating all corporate taxes.,taxes,0,0,0,0,0,1
1772,"Health care reform ""requires the use of federal dollars to fund abortions through the government-run health plan.""","abortion,health-care",0,0,1,0,0,0
1773,"A lot of what (Cubas) survival depends on is Venezuelan oil money, which is drying up.",foreign-policy,0,0,0,1,0,0
1774,The RI Board of Elections has heard official testimony from Providence residents who claim to have witnessed known illegal aliens voting in local elections.,"elections,immigration",1,0,0,0,0,0
1775,Says Obama called Kagan a moderate. He called Sotomayor a moderate.,supreme-court,0,0,0,1,0,0
1776,"Today and every day, an estimated 14,000 Americans will lose their health insurance coverage.","health-care,workers",0,1,0,0,0,0
1777,Darryl Hicks had seven ethics violations and didnt pay most of the fines.,ethics,0,0,1,0,0,0
1778,"Since President Obama came into office, another 2 million Hispanics have joined the ranks of those in poverty. The number of Hispanic children living in poverty increased by 15 percent in that short period of time.","diversity,poverty",1,0,0,0,0,0
1779,The top 1 percent in recent years has earned 85 percent of all new income.,income,0,0,1,0,0,0
1780,Forty percent of the Fortune 500 were started either by immigrants or children of immigrants.,"economy,immigration",0,0,1,0,0,0
1781,The group that organized Texas Muslim Capitol Day in Austin was recently listed as one of 82 organizations designated as a terrorist group by the United Arab Emirates.,"foreign-policy,islam,religion,terrorism",0,0,1,0,0,0
1782,Go look at a Trump product. Theyre all made in China.,china,1,0,0,0,0,0
1783,Nearly 6 out of 10 believe that money and wealth should be more evenly distributed among a larger percentage of the people in the U.S.,"economy,income",0,0,0,0,0,1
1784,Public education has been permanently cutby $1.6 billion through changes in the Standards of Quality funding formula.,"education,state-budget",0,0,0,1,0,0
1785,This president went before the United Nations and castigated Israel for building settlements. He said nothing about thousands of rockets being rained in on Israel from the Gaza Strip.,"israel,terrorism",0,1,0,0,0,0
1786,"In its current state, this bill is the most restrictive voter ID legislation in the nation.",elections,0,0,0,0,0,1
1787,President Obama has the most border patrols and border security deployed at the border of any previous president.,immigration,0,0,0,1,0,0
1788,"Says as GOP was picking a convention city, I recommended Ohio.",elections,0,1,0,0,0,0
1789,Washington has incentivized the militarization of local police precincts.,"crime,criminal-justice,homeland-security,military,public-safety,terrorism",0,0,0,0,0,1
1790,Says she was never a member of the Georgia Log Cabin Republicans.,gays-and-lesbians,0,0,0,0,1,0
1791,"By spring 2014, parents of 60,000 students in New York state had refused to let them take the Common Core Tests.","education,families",0,0,0,1,0,0
1792,Congressman Perriello voted in lock step with Nancy Pelosi 90 percent of the time.,voting-record,0,0,1,0,0,0
1793,"In (Sen. Marco) Rubios state of Florida alone, Social Security lifts more than -- count it -- a million people out of poverty.","poverty,pundits,retirement,social-security",0,0,1,0,0,0
1794,Donald Trump would engage in a risky scheme to privatize Social Security.,social-security,1,0,0,0,0,0
1795,Massachusetts schools are ranked No. 1 of all 50 states.,"debates,education,states",0,0,0,1,0,0
1796,"But for immigrants, we would have a contracting population...","immigration,population",1,0,0,0,0,0
1797,The majority of the people that are coming to Arizona and trespassing are now becoming drug mules.,"immigration,legal-issues,marijuana",0,1,0,0,0,0
1798,"Rhode Island gives undocumented pregnant women health insurance, plus a cash card with $400 a month on it and $250 a month or $275 a month to spend on food.","health-care,immigration,poverty",1,0,0,0,0,0
1799,Says Mark Pryor continues to insist that Obamacare is an amazing success.,health-care,1,0,0,0,0,0
1800,Were only inches away from no longer being a free economy.,"economy,new-hampshire-2012,market-regulation",0,0,0,0,1,0
1801,The United States is the leading nation in the world with the highest amount of doubt about the conventional wisdom of climate change.,"climate-change,environment,polls",0,0,0,1,0,0
1802,The U.S. Justice Department has taken on more than 100 voting rights cases since 2009.,"civil-rights,elections",0,0,1,0,0,0
1803,On average it takes 300 Americans working for a solid year to make as much money as one top CEO.,"income,workers",0,0,0,1,0,0
1804,Says Barack Obama has played over 90 rounds of golf as president.,"economy,poverty,recreation",0,0,0,0,0,1
1805,"Team Trump has accused Ted Cruz of fraud in Iowa, Texas, Colorado, Oklahoma, Louisiana, Kansas, Maine, Utah and Wisconsin.","crime,elections",0,0,1,0,0,0
1806,"This years redistricting has been the most open, interactive and transparent redistricting process in Tennessee history.",redistricting,0,1,0,0,0,0
1807,"Under economic sanctions, now Iran is suffering 30 percent inflation, 20 percent unemployment.","economy,foreign-policy,pundits",0,0,0,1,0,0
1808,"Says that as Wisconsin governor, we ended welfare.","job-accomplishments,welfare",0,0,0,1,0,0
1809,"In the 18th Congressional District, 100% of electric generation comes from coal.","cap-and-trade,climate-change,economy,energy",0,0,0,0,0,1
1810,The folks in Washington are already forcing you to buy government health care.,health-care,1,0,0,0,0,0
1811,Says President Barack Obama is the first president weve ever had who thinks he can choose which laws to enforce and which laws to ignore.,"corrections-and-updates,history,legal-issues,supreme-court",0,1,0,0,0,0
1812,Up to 45 percent of illegal immigrants are not people that physically crossed the southern border or northern border. They are visa overstayers.,immigration,0,0,0,1,0,0
1813,"Charlie Crist ""worked with Acorn"" to give felons voting rights.",civil-rights,0,1,0,0,0,0
1814,On support for gay marriage.,"civil-rights,families,gays-and-lesbians,marriage",0,1,0,0,0,0
1815,"This year, we have added an average of 200,000 jobs per month, a majority in the private sector, a stark contrast to the Bush Administration record of losing an average of nearly 750,000 jobs per month in its last three months.","economy,job-accomplishments",0,0,1,0,0,0
1816,Republicans in Congress refuse to list a single tax loophole they are willing to close.,"federal-budget,taxes",0,0,0,0,0,1
1817,Says Hillary Clintons Iran nuclear deal lined the pockets of the worlds number one state sponsor of terrorism with your money.,"foreign-policy,nuclear,terrorism",1,0,0,0,0,0
1818,"Obama thinks the national anthem should be ""I'd Like to Teach the World to Sing.""",patriotism,0,0,0,0,1,0
1819,"Right now, America has $1.1 trillion of student debt. Thats more than credit card debt.","debt,education,message-machine-2014",0,0,0,0,0,1
1820,Twenty-six men named William have been elected to statewide office and only seven women have had the honor.,"elections,women",0,0,0,1,0,0
1821,When Obama took office the economy of the United States was actually shrinking for the first time in about 70 years.,"economy,history,abc-news-week",1,0,0,0,0,0
1822,Says Marco Rubio said that felons should not have their voting rights restored but that convicted felons should be allowed to own guns after they have done their time.,"crime,elections,guns",0,1,0,0,0,0
1823,"Twice as much (federal) money is going back to Hawaii, Virginia and Alaska than is coming home to Oregon.",federal-budget,0,0,0,1,0,0
1824,I didnt inherit money from my parents.,"candidates-biography,corrections-and-updates",0,0,1,0,0,0
1825,"If you tried to pay out $1 trillion by handing it out at $1 per second, it would take more than 31,000 years.",federal-budget,0,0,0,0,0,1
1826,You cant put a gun rack in a [Chevrolet] Volt.,"energy,environment,guns",0,1,0,0,0,0
1827,The tax penalty that the government imposes if you dont buy health insurance is lower than it would have cost to buy insurance.,health-care,0,0,0,0,0,1
1828,Israel has seen a 90 percent reduction in terrorist attacks that it attributes to building a 500-mile fence.,"foreign-policy,israel,terrorism",0,0,1,0,0,0
1829,Newt Gingrich says electric co-ops and credit unions are government-sponsored enterprises like Freddie Mac.,financial-regulation,0,0,0,0,1,0
1830,"Attempts to find things like, crime, criminal activity, indictment, have been filtered out by Google in favor of Hillary Clinton.",technology,1,0,0,0,0,0
1831,The National Science Foundation spent $1.2 million paying seniors to play World of Warcraft to study the impact it had on their brain.,"federal-budget,pop-culture",0,0,0,0,1,0
1832,Our government right now. . . (is) spending 40 percent more than what we take in.,"federal-budget,new-hampshire-2012",0,0,0,0,0,1
1833,The biggest contribution behind a decrease in U.S. unemployment was 1.2 million people leaving the workforce,"economy,jobs",0,1,0,0,0,0
1834,"If we choose Obamacare expansion, 600,000 will lose eligibility for their subsidies, of which 257,000 would be forced into Medicaid.","health-care,medicaid,state-budget",0,0,0,1,0,0
1835,"Says the U.S. Postal Service has taken no taxpayer aid since 1971, funds operations entirely from the sale of stamps and related products and makes an operational profit year after year.","federal-budget,financial-regulation,government-regulation",1,0,0,0,0,0
1836,California has seen a 56 percent decline in the gun murder rate since the 1990s.,"crime,elections,guns",0,0,0,1,0,0
1837,Drug overdoses are now the second-most common cause of death in New Hampshire.,"drugs,states",0,1,0,0,0,0
1838,"Congressman Cicilline, when he was the mayor of Providence, espoused a sanctuary city.",immigration,0,1,0,0,0,0
1839,Says his opponent Dorman Grace brags on his Facebook page about receiving illegal campaign contributions.,"agriculture,campaign-finance,ethics,message-machine",0,0,1,0,0,0
1840,Says 70 percent of Virginias Medicaid cost is for seniors in nursing homes.,medicaid,0,1,0,0,0,0
1841,[L]ess than one-tenth of Atlantas transportation needs are covered in a referendum to levy a 1-cent sales tax.,transportation,0,0,0,0,0,1
1842,More than two-thirds of the aliens the Obama administration has brought to the United States under the presidents Central American Minors program werent actually minors at all.,"homeland-security,immigration",0,0,0,1,0,0
1843,"Says Chris Abele, opponent in Milwaukee County executive race, failed to finish 3 separate colleges, dropping out all 3 times.","candidates-biography,education",0,0,0,1,0,0
1844,Obama Signs Bill Forgiving All Student Loan Debt.,"education,financial-regulation",0,0,0,0,1,0
1845,AGallup report recently said that nearly 50 percent of small business owners arent hiring because of what they call regulatory uncertainty.,"economy,government-regulation,jobs,market-regulation,small-business",0,0,1,0,0,0
1846,"Obama says Iran is a 'tiny' country, 'doesn't pose a serious threat.'",foreign-policy,0,1,0,0,0,0
1847,"Says that Mitt Romney, while he was in Arizona, said he believes the states SB 1070 immigration law should be the model for national immigration laws.",immigration,0,1,0,0,0,0
1848,Toomey crossed party lines to stop gun sales to suspects on the terror watch list.,guns,1,0,0,0,0,0
1849,Two-thirds of the people who start out in minimum wage are above the minimum wage within a year.,"economy,jobs,poverty",0,0,1,0,0,0
1850,"The state of Georgia lost 16 percent of its employees last year, and that percentage has risen over the past three years.","jobs,workers",0,0,1,0,0,0
1851,Says hes the only licensed firearms dealer in America running for Congress.,guns,0,0,1,0,0,0
1852,On releasing photographs depicting the abuse of prisoners.,"human-rights,legal-issues,terrorism,transparency",0,1,0,0,0,0
1853,Says attorney general candidate Jon Richards went so far to say he would only enforce the laws with which he personally agreed.,"elections,ethics,gays-and-lesbians,guns,legal-issues,marriage",0,1,0,0,0,0
1854,The pass rate for a high school level test to join the military is 35 to 40 percent.,"education,military",0,1,0,0,0,0
1855,We've got some 37-million of our fellow citizens who are living in poverty; about 12-million or 13-million are children.,poverty,0,0,0,0,0,1
1856,"Cicilline continues to accept hundreds of thousands of dollars in lobbyist, corporate PAC and insider money to fund his campaign.",campaign-finance,1,0,0,0,0,0
1857,Borrowing in my 2015-17 state budget is less than half that in my predecessors last budget and the lowest it has been in a decade.,"debt,state-budget,state-finances",0,0,0,1,0,0
1858,Says the federal government mandates transexuals (sic) and homosexuals grabbing children in their stranger-danger zones in the name of airport security.,privacy,0,0,0,0,1,0
1859,"Every year since Gov. Walker and the Republicans have been in control of the Legislature weve created fewer jobs, according to the Bureau of Labor Statistics.","job-accomplishments,jobs",0,1,0,0,0,0
1860,Claims Joe Biden said coal is more dangerous than terrorists.,"economy,energy,environment,jobs",1,0,0,0,0,0
1861,An Obama campaign tactic for rallying voters is to offer them cell phones.,campaign-advertising,0,0,0,0,1,0
1862,What is and isnt a Schedule I narcotic is a job for Congress.,"congress,drugs,legal-issues",0,0,1,0,0,0
1863,Higher beer production and higher consumption go hand-in-hand.,"Alcohol,market-regulation",1,0,0,0,0,0
1864,We are now seeing a decrease in violent crime.,crime,0,0,0,0,0,1
1865,Says theres $4 billion in private investment along the streetcar.,"city-government,economy,job-accomplishments,transportation",1,0,0,0,0,0
1866,Says Arkansas Republican Rep. Tom Cotton voted to provide Congress with taxpayer-funded health care for life.,health-care,0,0,0,0,1,0
1867,Israels per capita income is greater than probably three-fourths of the rest of the world.,"economy,foreign-policy,israel",0,0,0,0,0,1
1868,"Well over 90 percent of felony cases, all over the nation, are committed by defendants who grew up in father-absent households.","children,crime,families,legal-issues",1,0,0,0,0,0
1869,"For his first interview as president, Barack Obama chose Arab TV for an apology.","foreign-policy,message-machine-2012",1,0,0,0,0,0
1870,"Georgia is on track for 1,200 traffic fatalities this year, a reversal of nine years of declines.","public-safety,transportation",0,0,0,0,0,1
1871,More businesses are closing than opening in Virginia today.,"corporations,economy,small-business",0,1,0,0,0,0
1872,We have record numbers of people living in poverty.,poverty,0,0,1,0,0,0
1873,"Obama served on a board with former Weather Underground member William Ayers and ""that relationship with Mr. Ayers on this board continued after 9/11.""",candidates-biography,0,0,0,0,0,1
1874,Says Obama broke his promise to offer a comprehensive immigration bill in his first year.,immigration,0,0,0,0,0,1
1875,The media wont publish a real photo of Trayvon Martin with tattoos on his face.,crime,0,0,0,0,1,0
1876,Rand Paul supports Obamas negotiations with Iran.,"candidates-biography,foreign-policy,nuclear",1,0,0,0,0,0
1877,"For Social Security, which is projected to remain solvent through 2033, Whitehouse has cosponsored [a bill that] . . . would extend the life of the program by an additional 75 years.","federal-budget,poverty,social-security,taxes,wealth",0,0,0,1,0,0
1878,"A single parent with a couple kids can easily get $35,000 a year in public assistance in Wisconsin.","children,education,health-care,housing,public-health,welfare",1,0,0,0,0,0
1879,Police in the United States are allowed to use tear gas even though it has been classified as a chemical weapon and banned in international conflict since 1993.,"criminal-justice,foreign-policy,legal-issues",0,0,0,1,0,0
1880,Says Hillary Clinton viciously attacked women abused by Bill Clinton.,"history,women",1,0,0,0,0,0
1881,"A letter from BP to the Minerals Management Service ""actually recommends improvements and specific recommendations around safety regulations should they choose to change them.""","energy,oil-spill,market-regulation,abc-news-week,workers",1,0,0,0,0,0
1882,"We passed without, frankly, the help of the Republican caucus, we passed 25 tax cuts last year, mostly aimed at the middle class and small businesses.","stimulus,taxes",0,0,0,0,0,1
1883,Under the Iran deal: If Israel attacks Iran were supposed to be on Irans side.,"foreign-policy,israel",0,1,0,0,0,0
1884,Nobody suffered any lasting injuries from the CIA interrogation program.,"foreign-policy,terrorism",0,0,0,0,1,0
1885,Im not one for name calling.,ethics,0,0,0,0,1,0
1886,Says Sen. Pat Toomey even tried to shut down the federal government in order to eliminate funding for Planned Parenthood.,congress,1,0,0,0,0,0
1887,Wisconsin has one of the most progressive tax codes in the country.,"income,jobs,taxes",0,0,0,1,0,0
1888,"During the year Kagan barred military recruiters from Harvard Law School's Office of Career Services, ""military recruiting actually went up.""","gays-and-lesbians,kagan-nomination,military",0,0,1,0,0,0
1889,ISIS reaches about 100 million people a day through social media.,"iraq,terrorism",0,0,1,0,0,0
1890,Texas added more jobs in 2010 than any other state.,jobs,0,0,0,0,0,1
1891,"In the primary election, a right-wing group spent more than $100,000,000 to support Supreme Court Justice Rebecca Bradley.",campaign-finance,0,1,0,0,0,0
1892,"(Brendan) Doherty wants to raise the eligibility age for Social Security benefits for anyone born after 1960, with no regard for the challenges it would cause for people working in physically demanding occupations.","federal-budget,health-care,medicare,social-security",0,1,0,0,0,0
1893,Says Sam Houston opposed slavery and as governor said Texas should not leave the union over slavery.,"gays-and-lesbians,history",0,0,1,0,0,0
1894,Our national debt is as low as it has been since World War II.,"debt,federal-budget",0,1,0,0,0,0
1895,Every time [the people from Newport Tent] work in a city or town they have a whole different set of permits that they have to get in order to pitch a tent.,"economy,government-efficiency,government-regulation,market-regulation,small-business",0,0,0,0,0,1
1896,Debbie Jackow unlike her opponent ...WILL NOT de-fund the 20/20 land program.,"county-budget,environment",0,1,0,0,0,0
1897,The average age a child is trafficked into the commercial sex trade industry is between 11 and 14 years old.,"children,crime",0,0,1,0,0,0
1898,Says 99 percent of the time police officers arent charged when they kill young people of color.,"criminal-justice,human-rights",0,0,1,0,0,0
1899,Six justices on the U.S. Supreme Court have been confirmed in presidential election years since 1912.,"history,supreme-court",0,0,0,0,0,1
1900,Property taxes are now 18% higher than when(Mark Sharpe)first took office.,taxes,0,1,0,0,0,0
1901,The minimum number of infrastructure (needs) in Atlanta is $900 million.,city-government,0,0,0,0,0,1
1902,"The firefighter and police officer pension system is not headed for bankruptcy, far from it. Thats because New Jersey first responders -- fire fighters and police officers -- have never missed making payments to the retirement system.","retirement,state-budget",0,0,1,0,0,0
1903,The truth was revealed there in that report that showed there was no unlawful or unethical activity on my part.,candidates-biography,0,0,0,0,1,0
1904,Says Donald Trump said he intends to open up additional areas off the coast to oil drilling during the campaign.,environment,0,0,0,1,0,0
1905,"Here are the stats: Per population, we kill each other with guns at a rate 297x more than Japan, 49x more than France, 33x more than Israel.","crime,criminal-justice,guns",0,0,0,1,0,0
1906,Students today take more years to get through college.,education,1,0,0,0,0,0
1907,Says Rick Perry flip-flopped on gay marriage by first saying it was a states rights issue and then saying he was in favor of a federal constitutional amendment banning gay marriage.,"civil-rights,gays-and-lesbians,states",1,0,0,0,0,0
1908,Congress decision to spend less around the world on embassy security contributed to tragedies like Benghazi.,"congress,federal-budget,foreign-policy",1,0,0,0,0,0
1909,"The United States is about 100th in voter turnout among the industrialized nations, and Texas is near the bottom in terms of voter registration and voter turnout.",elections,0,0,0,1,0,0
1910,"Under Barack Obama's plan, the government would spend $1-trillion more.",federal-budget,0,0,1,0,0,0
1911,"In 2011, NJ economy ranked 47th--at the bottom with Alabama, Mississippi Wyoming. Under Christie, NJ is falling behind.",economy,0,0,0,1,0,0
1912,"Theres never been a (U.S. Supreme Court) vacancy in the last, I think, 30 years, lasting longer than 237 days.","bipartisanship,congress,history,legal-issues,supreme-court",0,0,0,0,0,1
1913,Nearly 60% of all occupants of HUD properties in U.S. are illegals.,"housing,immigration",0,0,0,0,1,0
1914,"Oregon families pay an extra $1,400 a year on higher insurance premiums to cover those who do not have insurance.",health-care,0,0,0,1,0,0
1915,"As soon as Chris Christie was governor, he gave tax cuts to millionaires.","education,state-budget,taxes",0,0,1,0,0,0
1916,Ninety percent of Americans want our background check system strengthened and expanded to cover more gun sales.,"guns,polls",0,0,0,0,0,1
1917,"Over 80 percent of our trade deficit today is with countries that are not trade agreement partners, that are not level playing fields for the United States.",trade,0,0,0,1,0,0
1918,Says Ken Cuccinelli wants to eliminate all forms of birth control.,sexuality,0,0,0,0,1,0
1919,A bill that would halt the EPA from regulating greenhouse gases would help stop rising gas prices.,"energy,environment,market-regulation",0,1,0,0,0,0
1920,"The measles vaccine has killed 108 people in the last decade, while no one has died of measles.","health-care,public-health",0,1,0,0,0,0
1921,"For our next two years in my state, we will end with a structural surplus of $499 million.","education,state-budget,state-finances",0,0,0,1,0,0
1922,In Virginia there has been a billion dollars in surplus over the last three years. The legislature has spent less than 1 percent of that on roads.,"state-budget,taxes,transportation",0,1,0,0,0,0
1923,Virginia women earnonly 79 cents to each dollar earned by men...,"women,workers",0,0,0,1,0,0
1924,Says oil productions down where Obamas in charge.,"corrections-and-updates,energy,message-machine-2012,oil-spill",0,0,1,0,0,0
1925,Every other major country has family paid leave.,"families,women,workers",0,0,0,1,0,0
1926,Says a picture he posted on Facebook of a man posing in front of five decapitated human heads is one of the subhuman mongrels our president set free.,"iraq,terrorism",0,0,0,0,1,0
1927,"Says that during President Barack Obamas tenure, the United States has created 15 million new jobs.","economy,history,jobs,labor,stimulus,workers",0,0,1,0,0,0
1928,The (national) debt really added up $75 trillion in 2010 and is on track to hit $99 trillion this year.,"deficit,federal-budget,medicare,social-security",0,1,0,0,0,0
1929,President Barack Obama ordered our military to enlist illegal aliens.,"immigration,military",1,0,0,0,0,0
1930,"A government panel that didn't include cancer specialists says women shouldn't receive mammograms until age 50...If government takes over health care, recommendations like these could become the law for all kinds of diseases.","health-care,women",0,0,0,0,1,0
1931,"This governor has cut funding repeatedly for people who have AIDS, who need drugs to save their life.","health-care,state-budget",0,0,0,1,0,0
1932,"We have dozens of districts that go for 150 to 200 miles, splitting counties, splintering cities and connecting areas that have very little in common.",elections,0,0,0,1,0,0
1933,Congress gave an unelected board the power to deny care to seniors.,"health-care,medicare",0,0,1,0,0,0
1934,I never said I was on the Falkland Islands.,"corrections-and-updates,ethics",0,0,1,0,0,0
1935,My state of Florida is now the third-largest state. We have surpassed New York in population.,"census,states",1,0,0,0,0,0
1936,The latest Quinnipiac poll found that nearly six-in-ten Americans oppose ObamaCare -- 30% support the law and 57% oppose it.,"health-care,polls",0,0,1,0,0,0
1937,Says Wisconsin Senate recall candidate Jessica King voted to increase her pay with taxpayer dollars by 63 percent.,"city-budget,income,voting-record",0,0,0,0,1,0
1938,Says Barack Obama began his presidency with an apology tour.,"debates,foreign-policy",0,0,0,0,1,0
1939,A Texas law will repatriate $1 billion of gold bullion from the Federal Reserve in New York to Texas.,"state-budget,state-finances,wealth",1,0,0,0,0,0
1940,The majority of the Hispanic population and the growth (of the population) is U.S.-born.,immigration,0,0,0,0,0,1
1941,Says Barack Obamas administration has admitted that money from its Iran nuclear deal would go directly to terrorism.,"china,foreign-policy,nuclear,terrorism",0,0,1,0,0,0
1942,No Bridge to Nowhere could occur.,federal-budget,0,1,0,0,0,0
1943,"When (Joe Kyrillos) had an opportunity to vote for women in terms of their health care, not once, not twice, but six times, he voted against womens health care in our state.","health-care,women",0,0,0,0,0,1
1944,"When it comes to classified information at the State Department, Hillary Clintons the decider.",legal-issues,0,0,1,0,0,0
1945,"Right now, Im polling at about 8 percent against Barack Obama and Mitt Romney.","elections,polls",1,0,0,0,0,0
1946,Food stamps have gone up two-and-a-half times under Barack Obama.,"federal-budget,poverty",0,1,0,0,0,0
1947,"In the 38 Studios deal, Wall Street investors took a risk, and went bust.","bankruptcy,debt,economy,history,job-accomplishments,message-machine-2014,campaign-advertising,state-budget,state-finances,taxes",0,1,0,0,0,0
1948,Says President Barack Obama broke his promise to keep a Wisconsin GM plant from closing.,jobs,0,1,0,0,0,0
1949,"The weight of the evidence (on global warming) is that most of it, maybe all of it, is because of natural causes ... its fair to say the science is in dispute.","cap-and-trade,climate-change,energy,environment",0,1,0,0,0,0
1950,Mercedes said high taxes and the cost of doing business in New Jersey worked to Georgias advantage in landing the companys USA corporate headquarters.,"economy,jobs",0,0,0,0,0,1
1951,State Department officials actually directed contracts for the Haitian recovery after the earthquake to friends of the Clintons.,ethics,0,1,0,0,0,0
1952,"The federal government is making the decision, whether we like it or not, to send 425 refugees to our state from Syria.","immigration,terrorism",0,0,1,0,0,0
1953,Beer drinking is not allowed in any Illinois state parks.,state-budget,0,1,0,0,0,0
1954,Says U.S. Senate rival Tommy Thompson ran Medicare into the ground and nine years closer to bankruptcy.,"candidates-biography,federal-budget,medicare",0,1,0,0,0,0
1955,"On new dollar coins, In God We Trust is gone!",patriotism,0,1,0,0,0,0
1956,Freshman Rep. Bob Gibbs is spending his one year anniversary on vacation only working 6 days in all of January.,"congress,government-efficiency,job-accomplishments",0,0,0,0,1,0
1957,Early voting remains at 96 hours.,elections,1,0,0,0,0,0
1958,Says Obama flip-flopped on banning handguns.,guns,0,0,1,0,0,0
1959,I remain one of the poorer members of the United States Senate.,candidates-biography,0,0,0,1,0,0
1960,[T]he Georgia Dome has returned $10 billion in economic impact to the state of Georgia.,"economy,tourism",0,1,0,0,0,0
1961,What happens is people like Warren Buffett and he says this himself...pay 15 percent on the millions of dollars that they earn from wealth income... while their secretary is paying a higher rate on her work income. It's not right.,taxes,0,0,0,0,0,1
1962,"Other Western countries have ended their ""Don't Ask, Don't Tell"" policies.","gays-and-lesbians,military",0,0,0,0,0,1
1963,The U.S. is borrowing approximately $2.52 for every $1 of economic growth so far in 2012.,"deficit,economy",0,0,0,0,0,1
1964,"The Northwest Corridor highway project in Cobb and Cherokee counties is expected to create over 9,700 jobs statewide.",jobs,0,1,0,0,0,0
1965,The presidents own advisers have said theres a war on coal.,"energy,jobs",1,0,0,0,0,0
1966,"Because of the new health care law, 17 million kids can no longer be denied for a pre-existing condition.","health-care,job-accomplishments,message-machine-2012",1,0,0,0,0,0
1967,Says Hillary Clinton is proposing destroying Medicare for seniors.,"health-care,medicare",0,1,0,0,0,0
1968,On supporting winner of Democratic primary with her superdelegate vote.,"elections,states",0,1,0,0,0,0
1969,The IRS has been specifically forbidden ... from ever actually pursuing either civil or criminal remedies for people who dont purchase health insurance.,"health-care,pundits",0,0,0,1,0,0
1970,A bill to advance the Keystone XL Pipeline is an earmark under House rules.,"climate-change,congressional-rules,environment,federal-budget,infrastructure",0,1,0,0,0,0
1971,Says Rick Scott thinks employers should be able to deny women coverage for birth control.,"abortion,government-regulation,health-care,supreme-court,women",0,0,0,1,0,0
1972,Florida is the first state requiring drug testing to receive welfare!,"drugs,poverty",0,1,0,0,0,0
1973,Says Hillary Clinton wants to raise taxes on African-American owned businesses to as much as nearly 50 percent more than theyre paying now.,"small-business,taxes",0,1,0,0,0,0
1974,"A lot of people who go into prison straight, and when they come out theyre gay.","criminal-justice,sexuality",0,1,0,0,0,0
1975,"SaysGOP U.S. Senate candidate Darryl Glenn wants to eliminate the Department of Education and jeopardize college fundingfor 320,000 Coloradans.",education,0,0,0,0,0,1
1976,The president of the United States will be taking a trip over to India that is expected to cost the taxpayers $200 million a day.,foreign-policy,0,1,0,0,0,0
1977,Michael Bennet cast the deciding vote for the stimulus and the health care bill.,"health-care,history,message-machine,stimulus",1,0,0,0,0,0
1978,White people control almost 90 percent of the nations wealth.,"income,population,wealth",0,0,0,0,0,1
1979,200 consumer laws were destroyed in 2011 when Gov. Scott Walker signed Act 92.,"consumer-safety,legal-issues",0,1,0,0,0,0
1980,Congress Approves Bill Offering Free Cars To Welfare Recipients.,welfare,0,0,0,0,1,0
1981,Wisconsin is not walking away from a dime in federal funds by rejecting the Obamacare Medicaid expansion.,"federal-budget,health-care,medicaid,state-budget",1,0,0,0,0,0
1982,"Says that in 2007, Oregon ranked 25th -- or 7th from the bottom -- in percentage of children with untreated decay compared to 32 other states with similar data.","children,public-health",0,1,0,0,0,0
1983,"Says that, as a Supreme Court justice, Greg Abbott found that a company whose vacuum cleaners were sold door to door had no responsibility in the hiring of a salesman who raped a customer.","candidates-biography,crime,criminal-justice,legal-issues",0,0,0,1,0,0
1984,"The original compromise for the Confederate battle flag in South Carolina was to put it on the back side of the statehouse, out of public view so it would not have any appearance of sovereignty.","diversity,history,states",0,0,0,1,0,0
1985,The nine-day deer hunt contributes more than $1.3 billion in revenue to the state of Wisconsin.,"economy,guns,sports",0,0,0,1,0,0
